Time,SessionTime,Date,Distance,X,Y,Speed,RPM,nGear,Throttle,Brake,DRS,Source
0 days 00:00:39.999000,0 days 00:53:20.076000,2024-08-31 14:42:17.845,2681.548928317687,10998.626945027185,13936.12151083543,258.0,11426.0,6,100.0,False,8,car
0 days 00:00:40.042000,0 days 00:53:20.119000,2024-08-31 14:42:17.888,2684.6370151327983,11000.0,13918.0,258.5375008,11459.683383466667,6,100.0,False,8,pos
0 days 00:00:40.322000,0 days 00:53:20.399000,2024-08-31 14:42:18.168,2705.017709639465,11008.0,13825.0,262.0375008,11679.0167168,6,100.0,False,8,pos
0 days 00:00:40.479000,0 days 00:53:20.556000,2024-08-31 14:42:18.325,2716.531042972798,11017.138163104111,13725.258495030042,264.0,11802.0,6,100.0,False,8,car
0 days 00:00:40.602000,0 days 00:53:20.679000,2024-08-31 14:42:18.448,2725.6110787183216,11027.0,13620.0,265.75714377142856,11848.564309942858,6,100.0,False,8,pos
0 days 00:00:40.759000,0 days 00:53:20.836000,2024-08-31 14:42:18.605,2737.2988564960997,11042.471096290974,13459.157625545982,268.0,11908.0,6,100.0,False,8,car
0 days 00:00:40.842000,0 days 00:53:20.919000,2024-08-31 14:42:18.688,2743.4697719992105,11050.0,13384.0,267.6541664,11900.7374944,6,83.7458208,False,8,pos
0 days 00:00:40.999000,0 days 00:53:21.076000,2024-08-31 14:42:18.845,2755.1139386658774,11060.600890892287,13287.466668322362,267.0,11887.0,6,53.0,True,8,car
0 days 00:00:41.239000,0 days 00:53:21.316000,2024-08-31 14:42:19.085,2771.380605332544,11067.055848125652,13161.300077351145,244.0,11065.0,6,0.0,True,8,car
0 days 00:00:41.262000,0 days 00:53:21.339000,2024-08-31 14:42:19.108,2772.9247258992145,11067.0,13141.0,241.68843652231186,10926.421769512597,6,0.0,True,8,pos
0 days 00:00:41.438000,0 days 00:53:21.515000,2024-08-31 14:42:19.284,2783.875837010326,11063.162765787443,12958.287843947155,224.0,9866.0,6,0.0,True,8,car
0 days 00:00:41.443000,0 days 00:53:21.520000,2024-08-31 14:42:19.289,2784.186496738326,11063.0,12954.0,223.67500416,9882.3747904,6,0.0,True,8,pos
0 days 00:00:41.638000,0 days 00:53:21.715000,2024-08-31 14:42:19.484,2795.6156634049926,11055.043472225594,12859.009977365688,211.0,10521.0,6,0.0,True,8,car
0 days 00:00:41.823000,0 days 00:53:21.900000,2024-08-31 14:42:19.669,2806.1418209220296,11038.0,12810.0,204.83333546666665,10208.812608,6,0.0,True,8,pos
0 days 00:00:41.878000,0 days 00:53:21.955000,2024-08-31 14:42:19.724,2809.2432098109184,11029.972215402084,12787.23394945304,203.0,10116.0,5,0.0,True,8,car
0 days 00:00:42.038000,0 days 00:53:22.115000,2024-08-31 14:42:19.884,2818.1765431442514,10998.954144605561,12703.367894777335,201.0,10030.0,5,5.0,False,8,car
0 days 00:00:42.123000,0 days 00:53:22.200000,2024-08-31 14:42:19.969,2822.8578675975846,10978.0,12660.0,198.2678592,10070.982112,5,28.3749824,False,8,pos
0 days 00:00:42.283000,0 days 00:53:22.360000,2024-08-31 14:42:20.129,2831.441201022347,10931.0,12588.0,193.12500205714286,10148.124969142857,5,72.37498240000001,False,8,pos
0 days 00:00:42.318000,0 days 00:53:22.395000,2024-08-31 14:42:20.164,2833.307867689013,10919.913730639653,12573.559903008616,192.0,10165.0,5,82.0,False,8,car
0 days 00:00:42.503000,0 days 00:53:22.580000,2024-08-31 14:42:20.349,2843.2537588653095,10852.0,12500.0,193.54166613333334,10390.083255466667,5,91.2499968,False,8,pos
0 days 00:00:42.678000,0 days 00:53:22.755000,2024-08-31 14:42:20.524,2852.732925531976,10757.87682417922,12422.334483034367,195.0,10603.0,5,100.0,False,8,car
0 days 00:00:42.743000,0 days 00:53:22.820000,2024-08-31 14:42:20.589,2856.2953242179024,10722.0,12396.0,197.30208106666666,10705.7811488,5,100.0,False,8,pos
0 days 00:00:43.143000,0 days 00:53:23.220000,2024-08-31 14:42:20.989,2879.7918517438284,10519.0,12279.0,211.46874773333334,11338.2811488,5,100.0,False,8,pos
0 days 00:00:43.158000,0 days 00:53:23.235000,2024-08-31 14:42:21.004,2880.6751850771616,10510.389982137178,12274.566145193932,212.0,11362.0,5,100.0,False,8,car
0 days 00:00:43.478000,0 days 00:53:23.555000,2024-08-31 14:42:21.324,2899.786296188273,10312.75187282303,12174.801979087482,215.0,11362.0,5,100.0,False,8,car
0 days 00:00:43.543000,0 days 00:53:23.620000,2024-08-31 14:42:21.389,2903.7034489313837,10281.0,12159.0,216.94999808,11363.6249984,5,100.0,False,8,pos
0 days 00:00:43.878000,0 days 00:53:23.955000,2024-08-31 14:42:21.724,2924.827060042495,10156.983628958207,12097.079817926082,227.0,11372.0,5,100.0,False,8,car
0 days 00:00:43.943000,0 days 00:53:24.020000,2024-08-31 14:42:21.789,2928.9592028666216,10111.0,12073.0,228.85714102857142,11225.285858742856,5,100.0,False,8,pos
0 days 00:00:44.143000,0 days 00:53:24.220000,2024-08-31 14:42:21.989,2941.9909487967807,9926.0,11975.0,234.57142674285714,10773.857287314286,5,100.0,False,8,pos
0 days 00:00:44.158000,0 days 00:53:24.235000,2024-08-31 14:42:22.004,2942.970115463447,9915.643297203631,11969.507444043387,235.0,10740.0,6,100.0,False,8,car
0 days 00:00:44.503000,0 days 00:53:24.580000,2024-08-31 14:42:22.349,2966.6848721864103,9782.0,11898.0,247.4583310222222,11164.541587911111,6,100.0,False,8,pos
0 days 00:00:44.518000,0 days 00:53:24.595000,2024-08-31 14:42:22.364,2967.7182055197436,9769.786279058877,11891.384591998341,248.0,11183.0,6,100.0,False,8,car
0 days 00:00:44.723000,0 days 00:53:24.800000,2024-08-31 14:42:22.569,2982.1322679286322,9555.0,11775.0,253.1249984,11303.803533714286,6,100.0,False,8,pos
0 days 00:00:44.798000,0 days 00:53:24.875000,2024-08-31 14:42:22.644,2987.4447679286322,9498.165351730437,11744.303484432003,255.0,11348.0,6,100.0,False,8,car
0 days 00:00:44.959000,0 days 00:53:25.036000,2024-08-31 14:42:22.805,2998.9383790397433,9436.702786755131,11711.449779177281,257.0,11439.0,6,100.0,False,8,car
0 days 00:00:45.159000,0 days 00:53:25.236000,2024-08-31 14:42:23.005,3013.438379039743,9367.019906896647,11674.092214254833,261.0,11672.0,6,100.0,False,8,car
0 days 00:00:45.163000,0 days 00:53:25.240000,2024-08-31 14:42:23.009,3013.728471632335,9365.0,11673.0,261.0833333333333,11660.333333333334,6,100.0,False,8,pos
0 days 00:00:45.343000,0 days 00:53:25.420000,2024-08-31 14:42:23.189,3026.9701382990024,9250.0,11610.0,264.8333333333333,11135.333333333334,6,100.0,False,8,pos
0 days 00:00:45.399000,0 days 00:53:25.476000,2024-08-31 14:42:23.245,3031.10791607678,9205.814781482299,11585.016191531611,266.0,10972.0,6,100.0,False,14,car
0 days 00:00:45.559000,0 days 00:53:25.636000,2024-08-31 14:42:23.405,3043.019027187891,9062.78840561542,11502.397741368297,268.0,10738.0,7,100.0,False,14,car
0 days 00:00:45.642000,0 days 00:53:25.719000,2024-08-31 14:42:23.488,3049.23379631278,8991.0,11461.0,269.5562512,10801.546924,7,100.0,False,14,pos
0 days 00:00:45.879000,0 days 00:53:25.956000,2024-08-31 14:42:23.725,3067.272129646113,8811.047683349754,11358.753345966423,274.0,10983.0,7,100.0,False,12,car
0 days 00:00:46.039000,0 days 00:53:26.116000,2024-08-31 14:42:23.885,3079.627685201669,8711.685934916866,11302.945523674905,278.0,11139.0,7,100.0,False,12,car
0 days 00:00:46.042000,0 days 00:53:26.119000,2024-08-31 14:42:23.888,3079.8593935358913,8710.0,11302.0,278.05000106666665,11139.93752,7,100.0,False,12,pos
0 days 00:00:46.279000,0 days 00:53:26.356000,2024-08-31 14:42:24.125,3098.4243935358913,8597.159242211346,11238.894481728263,282.0,11214.0,7,100.0,False,12,car
0 days 00:00:46.482000,0 days 00:53:26.559000,2024-08-31 14:42:24.328,3114.564538287002,8490.0,11179.0,286.229168,11356.1000448,7,100.0,False,12,pos
0 days 00:00:46.519000,0 days 00:53:26.596000,2024-08-31 14:42:24.365,3117.514260509224,8465.73321681393,11165.412518167632,287.0,11382.0,7,100.0,False,12,car
0 days 00:00:46.702000,0 days 00:53:26.779000,2024-08-31 14:42:24.548,3132.2197084665577,8323.0,11085.0,289.2875008,11514.1031712,7,100.0,False,12,pos
0 days 00:00:46.839000,0 days 00:53:26.916000,2024-08-31 14:42:24.685,3143.2938751332244,8188.67750099573,11007.990018636101,291.0,11613.0,7,100.0,False,12,car
0 days 00:00:47.039000,0 days 00:53:27.116000,2024-08-31 14:42:24.885,3159.627208466558,7999.187745126688,10898.689704515798,294.0,11569.0,7,100.0,False,12,car
0 days 00:00:47.062000,0 days 00:53:27.139000,2024-08-31 14:42:24.908,3161.5073786105577,7984.0,10890.0,294.2875008,11584.1417088,7,100.0,False,12,pos
0 days 00:00:47.279000,0 days 00:53:27.356000,2024-08-31 14:42:25.125,3179.4098786105583,7905.469379971061,10845.790598991332,297.0,11727.0,7,100.0,False,12,car
0 days 00:00:47.402000,0 days 00:53:27.479000,2024-08-31 14:42:25.248,3189.5923994621135,7842.0,10806.0,298.02500053333335,11221.1622368,7,100.0,False,12,pos
0 days 00:00:47.519000,0 days 00:53:27.596000,2024-08-31 14:42:25.365,3199.309899462113,7735.91736114519,10737.313130946679,299.0,10740.0,8,100.0,False,12,car
0 days 00:00:47.702000,0 days 00:53:27.779000,2024-08-31 14:42:25.548,3214.638267562854,7549.0,10614.0,301.54166755555553,10816.758360177777,8,100.0,False,12,pos
0 days 00:00:47.879000,0 days 00:53:27.956000,2024-08-31 14:42:25.725,3229.5849342295205,7454.922607627774,10548.446734523743,304.0,10891.0,8,100.0,False,12,car
0 days 00:00:48.063000,0 days 00:53:28.140000,2024-08-31 14:42:25.909,3245.227496884935,7377.0,10487.0,306.05013891028165,10944.816146394893,8,100.0,False,12,pos
0 days 00:00:48.223000,0 days 00:53:28.300000,2024-08-31 14:42:26.069,3258.9089577026007,7270.0,10401.0,307.8328683974831,10991.61279543393,8,100.0,False,12,pos
0 days 00:00:48.238000,0 days 00:53:28.315000,2024-08-31 14:42:26.084,3260.192291035934,7260.2011726512965,10393.03929609669,308.0,10996.0,8,100.0,False,12,car
0 days 00:00:48.403000,0 days 00:53:28.480000,2024-08-31 14:42:26.249,3274.4223951586005,7149.0,10302.0,310.47499904,11070.2499712,8,100.0,False,12,pos
0 days 00:00:48.438000,0 days 00:53:28.515000,2024-08-31 14:42:26.284,3277.4460062697117,7117.699612014634,10276.499810869875,311.0,11086.0,8,100.0,False,12,car
0 days 00:00:48.643000,0 days 00:53:28.720000,2024-08-31 14:42:26.489,3295.23911140241,6907.0,10105.0,312.4642852571429,11159.214262857144,8,100.0,False,12,pos
0 days 00:00:48.718000,0 days 00:53:28.795000,2024-08-31 14:42:26.564,3301.7599447357434,6853.590710693581,10060.712293589791,313.0,11186.0,8,100.0,False,12,car
0 days 00:00:48.878000,0 days 00:53:28.955000,2024-08-31 14:42:26.724,3315.759944735743,6792.865280131315,10007.783407202596,315.0,11214.0,8,100.0,False,12,car
0 days 00:00:49.043000,0 days 00:53:29.120000,2024-08-31 14:42:26.889,3330.276220746854,6722.0,9945.0,316.71874933333334,11269.6874784,8,100.0,False,12,pos
0 days 00:00:49.203000,0 days 00:53:29.280000,2024-08-31 14:42:27.049,3344.4266836801876,6615.0,9852.0,318.385416,11323.6874784,8,100.0,False,12,pos
0 days 00:00:49.358000,0 days 00:53:29.435000,2024-08-31 14:42:27.204,3358.204461457965,6511.605200312985,9761.53146960166,320.0,11376.0,8,100.0,False,12,car
0 days 00:00:49.383000,0 days 00:53:29.460000,2024-08-31 14:42:27.229,3360.428543794473,6495.0,9747.0,320.26785645714284,11378.767850057144,8,100.0,False,12,pos
0 days 00:00:49.603000,0 days 00:53:29.680000,2024-08-31 14:42:27.449,3380.1445159747905,6347.0,9618.0,322.62499931428573,11403.124992914285,8,100.0,False,12,pos
0 days 00:00:49.638000,0 days 00:53:29.715000,2024-08-31 14:42:27.484,3383.284793752568,6323.239568671265,9597.403343586222,323.0,11407.0,8,100.0,False,12,car
0 days 00:00:49.823000,0 days 00:53:29.900000,2024-08-31 14:42:27.669,3399.978474275235,6197.0,9488.0,324.84999936,11510.59996416,8,100.0,False,12,pos
0 days 00:00:49.838000,0 days 00:53:29.915000,2024-08-31 14:42:27.684,3401.3326409419014,6186.738815539513,9479.035960237317,325.0,11519.0,8,100.0,False,12,car
0 days 00:00:50.003000,0 days 00:53:30.080000,2024-08-31 14:42:27.849,3416.2914950841237,6075.0,9381.0,326.3749994666667,11511.437502933333,8,100.0,False,12,pos
0 days 00:00:50.078000,0 days 00:53:30.155000,2024-08-31 14:42:27.924,3423.103995084124,6026.619882961931,9338.916255552092,327.0,11508.0,8,100.0,False,12,car
0 days 00:00:50.263000,0 days 00:53:30.340000,2024-08-31 14:42:28.109,3439.97606847333,5897.0,9227.0,328.3214281142857,11545.660701257142,8,100.0,False,12,pos
0 days 00:00:50.358000,0 days 00:53:30.435000,2024-08-31 14:42:28.204,3448.6580129177746,5808.17719847129,9150.07241213279,329.0,11565.0,8,100.0,False,12,car
0 days 00:00:50.523000,0 days 00:53:30.600000,2024-08-31 14:42:28.369,3463.791197420632,5648.0,9011.0,330.1785709714286,11632.17854537143,8,100.0,False,12,pos
0 days 00:00:50.638000,0 days 00:53:30.715000,2024-08-31 14:42:28.484,3474.3648085317427,5567.9711345311525,8941.229154668485,331.0,11679.0,8,100.0,False,12,car
0 days 00:00:50.878000,0 days 00:53:30.955000,2024-08-31 14:42:28.724,3496.4314751984098,5459.771674939168,8846.407846532635,331.0,11745.0,8,100.0,False,12,car
0 days 00:00:50.963000,0 days 00:53:31.040000,2024-08-31 14:42:28.809,3504.266822405521,5412.0,8805.0,331.84999936,11750.09999616,8,100.0,False,12,pos
0 days 00:00:51.078000,0 days 00:53:31.155000,2024-08-31 14:42:28.924,3514.9043224055213,5334.309046951481,8738.041000531508,333.0,11757.0,8,100.0,False,12,car
0 days 00:00:51.183000,0 days 00:53:31.260000,2024-08-31 14:42:29.029,3524.6359630188545,5258.0,8672.0,333.6562496,11785.2187328,8,100.0,False,12,pos
0 days 00:00:51.343000,0 days 00:53:31.420000,2024-08-31 14:42:29.189,3539.509574112188,5146.0,8574.0,334.6562496,11828.2187328,8,100.0,False,12,pos
0 days 00:00:51.398000,0 days 00:53:31.475000,2024-08-31 14:42:29.244,3544.627629667744,5110.031218578578,8542.744886607394,335.0,11843.0,8,100.0,False,12,car
0 days 00:00:51.483000,0 days 00:53:31.560000,2024-08-31 14:42:29.329,3552.547336683858,5048.0,8489.0,335.4228853883814,11835.388063009135,8,100.0,False,12,pos
0 days 00:00:51.599000,0 days 00:53:31.676000,2024-08-31 14:42:29.445,3563.3740033505246,4925.086460979316,8382.091712853562,336.0,11825.0,8,100.0,False,12,car
0 days 00:00:51.723000,0 days 00:53:31.800000,2024-08-31 14:42:29.569,3574.968692239414,4794.0,8268.0,336.62,11858.48,8,100.0,False,12,pos
0 days 00:00:51.799000,0 days 00:53:31.876000,2024-08-31 14:42:29.645,3582.0831366838584,4740.956067247662,8221.946151513273,337.0,11879.0,8,100.0,False,12,car
0 days 00:00:52.039000,0 days 00:53:32.116000,2024-08-31 14:42:29.885,3604.6164700171917,4650.741438254672,8144.05511021923,338.0,11973.0,8,100.0,False,12,car
0 days 00:00:52.063000,0 days 00:53:32.140000,2024-08-31 14:42:29.909,3606.869803350525,4638.0,8133.0,338.0,11970.5,8,100.0,False,12,pos
0 days 00:00:52.279000,0 days 00:53:32.356000,2024-08-31 14:42:30.125,3627.1498033505254,4481.70226031708,7996.968457919194,338.0,11948.0,8,100.0,False,12,car
0 days 00:00:52.342000,0 days 00:53:32.419000,2024-08-31 14:42:30.188,3633.064803350525,4437.0,7958.0,338.0,11943.799995733334,8,100.0,False,12,pos
0 days 00:00:52.519000,0 days 00:53:32.596000,2024-08-31 14:42:30.365,3649.6831366838583,4328.180888552676,7863.064703006281,338.0,11932.0,8,100.0,False,12,car
0 days 00:00:52.602000,0 days 00:53:32.679000,2024-08-31 14:42:30.448,3657.475914461636,4251.0,7796.0,338.0,11948.8964416,8,100.0,False,12,pos
0 days 00:00:52.782000,0 days 00:53:32.859000,2024-08-31 14:42:30.628,3674.375914461636,4010.0,7587.0,338.0,11985.539298742857,8,100.0,False,12,pos
0 days 00:00:52.799000,0 days 00:53:32.876000,2024-08-31 14:42:30.645,3675.9720255727475,3989.937512508148,7569.57459730449,338.0,11989.0,8,100.0,False,12,car
0 days 00:00:53.182000,0 days 00:53:33.259000,2024-08-31 14:42:31.028,3711.931470017192,3741.0,7352.0,338.0,11888.897710545454,8,100.0,False,12,pos
0 days 00:00:53.239000,0 days 00:53:33.316000,2024-08-31 14:42:31.085,3717.283136683858,3717.55832291819,7331.56592424641,338.0,11874.0,8,100.0,False,12,car
0 days 00:00:53.399000,0 days 00:53:33.476000,2024-08-31 14:42:31.245,3732.3498033505252,3655.969272350282,7278.185110535034,339.0,11855.0,8,100.0,False,12,car
0 days 00:00:53.482000,0 days 00:53:33.559000,2024-08-31 14:42:31.328,3740.1656366838583,3613.0,7241.0,339.0,11907.9125408,8,100.0,False,12,pos
0 days 00:00:53.559000,0 days 00:53:33.636000,2024-08-31 14:42:31.405,3747.4164700171914,3563.5827960159972,7198.229448668411,339.0,11957.0,8,100.0,False,12,car
0 days 00:00:53.722000,0 days 00:53:33.799000,2024-08-31 14:42:31.568,3762.7656366838582,3442.0,7093.0,339.0,11960.26000128,8,100.0,False,12,pos
0 days 00:00:53.759000,0 days 00:53:33.836000,2024-08-31 14:42:31.605,3766.249803350525,3415.141609124902,7069.758489744694,339.0,11961.0,8,100.0,False,12,car
0 days 00:00:53.919000,0 days 00:53:33.996000,2024-08-31 14:42:31.765,3781.2720255727468,3302.1190231294777,6971.841463379869,338.0,11979.0,8,97.0,False,12,car
0 days 00:00:53.922000,0 days 00:53:33.999000,2024-08-31 14:42:31.768,3781.5535880705247,3300.0,6970.0,337.87499733333334,11969.8498048,8,95.78747413333333,False,12,pos
0 days 00:00:54.159000,0 days 00:53:34.236000,2024-08-31 14:42:32.005,3803.1469214038584,3134.108220343165,6825.213667726804,328.0,11247.0,8,0.0,True,8,car
0 days 00:00:54.182000,0 days 00:53:34.259000,2024-08-31 14:42:32.028,3805.2130879887477,3119.0,6812.0,323.3999872,11146.7580544,8,0.0,True,8,pos
0 days 00:00:54.399000,0 days 00:53:34.476000,2024-08-31 14:42:32.245,3822.0908657665254,2985.4035088444252,6694.5917763698135,280.0,10201.0,8,0.0,True,8,car
0 days 00:00:54.442000,0 days 00:53:34.519000,2024-08-31 14:42:32.288,3825.368968677044,2958.0,6670.0,274.44582506666666,10210.1375136,8,0.0,True,8,pos
0 days 00:00:54.639000,0 days 00:53:34.716000,2024-08-31 14:42:32.485,3838.9948020103775,2827.132552547419,6549.76913957859,249.0,10252.0,8,0.0,True,8,car
0 days 00:00:54.683000,0 days 00:53:34.760000,2024-08-31 14:42:32.529,3841.963725869818,2802.0,6526.0,242.91195213606957,10260.578612899175,8,0.0,True,8,pos
0 days 00:00:54.798000,0 days 00:53:34.875000,2024-08-31 14:42:32.644,3849.215114758707,2748.2681023451537,6473.615670838289,227.0,10283.0,8,0.0,True,8,car
0 days 00:00:54.998000,0 days 00:53:35.075000,2024-08-31 14:42:32.844,3860.9928925364843,2688.883624212397,6408.090641303974,212.0,10657.0,8,0.0,True,8,car
0 days 00:00:55.103000,0 days 00:53:35.180000,2024-08-31 14:42:32.949,3867.1124238253733,2661.0,6371.0,209.81250133333333,10560.312558933334,8,0.43749973333333336,True,8,pos
0 days 00:00:55.238000,0 days 00:53:35.315000,2024-08-31 14:42:33.084,3874.874923825373,2625.5866316187307,6317.158486249009,207.0,10436.0,6,1.0,True,8,car
0 days 00:00:55.303000,0 days 00:53:35.380000,2024-08-31 14:42:33.149,3878.5757485142617,2610.0,6289.0,204.968752,10321.4376128,6,2.2187488,True,8,pos
0 days 00:00:55.398000,0 days 00:53:35.475000,2024-08-31 14:42:33.244,3883.9063040698175,2589.9533983716874,6245.3802882748505,202.0,10154.0,5,4.0,False,8,car
0 days 00:00:55.403000,0 days 00:53:35.480000,2024-08-31 14:42:33.249,3884.1866860164837,2589.0,6243.0,201.8750016,10147.607224685715,5,4.3749952,False,8,pos
0 days 00:00:55.663000,0 days 00:53:35.740000,2024-08-31 14:42:33.509,3898.297102798706,2554.0,6109.0,195.3750016,9815.178653257142,5,23.8749952,False,8,pos
0 days 00:00:55.678000,0 days 00:53:35.755000,2024-08-31 14:42:33.524,3899.109602798706,2552.8359631167955,6100.863992188798,195.0,9796.0,5,25.0,False,8,car
0 days 00:00:55.838000,0 days 00:53:35.915000,2024-08-31 14:42:33.684,3907.6429361320397,2545.5635487579825,6012.120900088691,192.0,10141.0,5,45.0,False,8,car
0 days 00:00:55.863000,0 days 00:53:35.940000,2024-08-31 14:42:33.709,3908.9769928431506,2545.0,5998.0,192.1041664,10131.3125248,5,46.2499968,False,8,pos
0 days 00:00:56.023000,0 days 00:53:36.100000,2024-08-31 14:42:33.869,3917.5445854238915,2544.0,5908.0,192.77083306666665,10069.3125248,5,54.2499968,False,8,pos
0 days 00:00:56.078000,0 days 00:53:36.155000,2024-08-31 14:42:33.924,3920.4931965350024,2544.3888201247105,5879.212179621472,193.0,10048.0,5,57.0,False,8,car
0 days 00:00:56.278000,0 days 00:53:36.355000,2024-08-31 14:42:34.124,3931.27097431278,2546.0450721971615,5766.692917698177,194.0,10245.0,5,79.0,False,8,car
0 days 00:00:56.283000,0 days 00:53:36.360000,2024-08-31 14:42:34.129,3931.540661809669,2546.0,5763.0,194.17499776,10253.94988544,5,79.26249664,False,8,pos
0 days 00:00:56.483000,0 days 00:53:36.560000,2024-08-31 14:42:34.329,3942.7170505741133,2541.0,5597.0,201.17499776,10611.94988544,5,89.76249664,False,8,pos
0 days 00:00:56.678000,0 days 00:53:36.755000,2024-08-31 14:42:34.524,3953.98371724078,2535.528528096218,5514.984503910147,208.0,10961.0,5,100.0,False,8,car
0 days 00:00:56.803000,0 days 00:53:36.880000,2024-08-31 14:42:34.649,3961.2692351481874,2528.0,5471.0,209.82291573333333,11068.8124448,5,100.0,False,8,pos
0 days 00:00:57.143000,0 days 00:53:37.220000,2024-08-31 14:42:34.989,3981.5541308933725,2480.0,5279.0,214.78124906666667,11362.0624448,5,100.0,False,8,pos
0 days 00:00:57.158000,0 days 00:53:37.235000,2024-08-31 14:42:35.004,3982.449964226706,2477.011023453491,5270.324557775865,215.0,11375.0,5,100.0,False,8,car
0 days 00:00:57.343000,0 days 00:53:37.420000,2024-08-31 14:42:35.189,3993.70984069683,2435.0,5167.0,219.1111096888889,11503.98606648889,5,100.0,False,8,pos
0 days 00:00:57.403000,0 days 00:53:37.480000,2024-08-31 14:42:35.249,3997.3839147472,2420.0,5134.0,220.44444302222223,11545.819399822221,5,100.0,False,8,pos
0 days 00:00:57.518000,0 days 00:53:37.595000,2024-08-31 14:42:35.364,4004.507525858311,2390.432460078302,5074.2361337777775,223.0,11626.0,5,100.0,False,8,car
0 days 00:00:57.623000,0 days 00:53:37.700000,2024-08-31 14:42:35.469,4011.072942487644,2355.0,5016.0,225.09999872,11707.3749504,5,100.0,False,8,pos
0 days 00:00:57.718000,0 days 00:53:37.795000,2024-08-31 14:42:35.564,4017.0632202654224,2310.263458993678,4954.213191913025,227.0,11781.0,5,100.0,False,8,car
0 days 00:00:57.943000,0 days 00:53:38.020000,2024-08-31 14:42:35.789,4031.5234002916036,2187.0,4806.0,231.362880418904,11135.916966633478,5,100.0,False,8,pos
0 days 00:00:58.079000,0 days 00:53:38.156000,2024-08-31 14:42:35.925,4040.3634002916037,2135.6132230390763,4752.168820006424,234.0,10746.0,5,100.0,False,8,car
0 days 00:00:58.239000,0 days 00:53:38.316000,2024-08-31 14:42:36.085,4050.9856225138255,2087.9643941989616,4707.953617091458,239.0,10895.0,6,100.0,False,8,car
0 days 00:00:58.303000,0 days 00:53:38.380000,2024-08-31 14:42:36.149,4055.262955847159,2064.0,4683.0,240.6,10956.866666666667,6,100.0,False,8,pos
0 days 00:00:58.479000,0 days 00:53:38.556000,2024-08-31 14:42:36.325,4067.240733624937,1986.667909521596,4595.039756755735,245.0,11127.0,6,100.0,False,8,car
0 days 00:00:58.483000,0 days 00:53:38.560000,2024-08-31 14:42:36.329,4067.5130002916035,1985.0,4593.0,245.04,11133.34,6,100.0,False,8,pos
0 days 00:00:58.663000,0 days 00:53:38.740000,2024-08-31 14:42:36.509,4079.8550002916036,1917.0,4495.0,246.84,11418.64,6,100.0,False,8,pos
0 days 00:00:58.679000,0 days 00:53:38.756000,2024-08-31 14:42:36.525,4080.9527780693816,1911.0240662737674,4483.6016053788635,247.0,11444.0,6,100.0,False,8,car
0 days 00:00:58.839000,0 days 00:53:38.916000,2024-08-31 14:42:36.685,4092.1083336249367,1849.553234118403,4337.355812959237,251.0,11453.0,6,100.0,False,8,car
0 days 00:00:59.002000,0 days 00:53:39.079000,2024-08-31 14:42:36.848,4103.575559745431,1800.0,4195.0,253.2638897777778,11502.352797155556,6,100.0,False,8,pos
0 days 00:00:59.199000,0 days 00:53:39.276000,2024-08-31 14:42:37.045,4117.584448634319,1775.6660850323817,4106.093094822972,256.0,11562.0,6,100.0,False,8,car
0 days 00:00:59.342000,0 days 00:53:39.419000,2024-08-31 14:42:37.188,4127.810140326408,1765.0,4040.0,257.43000064,11569.1500032,6,100.0,False,8,pos
0 days 00:00:59.399000,0 days 00:53:39.476000,2024-08-31 14:42:37.245,4131.895140326408,1759.2399612960496,4002.6785850050246,258.0,11572.0,6,100.0,False,8,car
0 days 00:00:59.522000,0 days 00:53:39.599000,2024-08-31 14:42:37.368,4140.815202881075,1746.0,3911.0,261.0750016,11227.5998208,6,100.0,False,8,pos
0 days 00:00:59.599000,0 days 00:53:39.676000,2024-08-31 14:42:37.445,4146.440480658852,1739.5247432203696,3857.2685526060286,263.0,11012.0,6,100.0,False,8,car
0 days 00:00:59.682000,0 days 00:53:39.759000,2024-08-31 14:42:37.528,4152.512065155741,1733.0,3794.0,263.3458336,10859.4873824,6,100.0,False,8,pos
