Time,SessionTime,Date,Distance,X,Y,Speed,RPM,nGear,Throttle,Brake,DRS,Source
0 days 00:00:59.839000,0 days 00:53:39.916000,2024-08-31 14:42:37.685,4164.025398489074,1718.1024567024285,3630.967796761004,264.0,10571.0,7,100.0,False,8,car
0 days 00:01:00.062000,0 days 00:53:40.139000,2024-08-31 14:42:37.908,4180.535704720994,1699.0,3409.0,266.53409163636366,10722.031861527274,7,100.0,False,8,pos
0 days 00:01:00.279000,0 days 00:53:40.356000,2024-08-31 14:42:38.125,4196.750426943217,1692.0761530279603,3338.4441478472104,269.0,10869.0,7,100.0,False,8,car
0 days 00:01:00.322000,0 days 00:53:40.399000,2024-08-31 14:42:38.168,4199.968985483153,1690.0,3319.0,269.46071497142856,10891.728605257143,7,100.0,False,8,pos
0 days 00:01:00.502000,0 days 00:53:40.579000,2024-08-31 14:42:38.348,4213.5384498031535,1676.0,3184.0,271.3892864,10986.8714624,7,100.0,False,8,pos
0 days 00:01:00.559000,0 days 00:53:40.636000,2024-08-31 14:42:38.405,4217.84511646982,1670.6414557885316,3128.877744401867,272.0,11017.0,7,100.0,False,8,car
0 days 00:01:00.799000,0 days 00:53:40.876000,2024-08-31 14:42:38.645,4236.5784498031535,1646.789020899384,2868.196626773656,281.0,11158.0,7,100.0,False,8,car
0 days 00:01:00.862000,0 days 00:53:40.939000,2024-08-31 14:42:38.708,4241.506974814353,1642.0,2815.0,281.63000064,11164.61500672,7,100.0,False,8,pos
0 days 00:01:00.999000,0 days 00:53:41.076000,2024-08-31 14:42:38.845,4252.276697036576,1634.603869948421,2732.575823346565,283.0,11179.0,7,100.0,False,8,car
0 days 00:01:01.159000,0 days 00:53:41.236000,2024-08-31 14:42:39.005,4264.898919258798,1628.526718191174,2664.8486066119876,284.0,11294.0,7,100.0,False,8,car
0 days 00:01:01.223000,0 days 00:53:41.300000,2024-08-31 14:42:39.069,4269.959185925464,1625.0,2626.0,284.64,11321.2,7,100.0,False,8,pos
0 days 00:01:01.359000,0 days 00:53:41.436000,2024-08-31 14:42:39.205,4280.763630369909,1615.3351126901762,2520.2131851832933,286.0,11379.0,7,100.0,False,8,car
0 days 00:01:01.403000,0 days 00:53:41.480000,2024-08-31 14:42:39.249,4284.265929219131,1612.0,2484.0,286.5517240272403,11390.172411551617,7,100.0,False,8,pos
0 days 00:01:01.643000,0 days 00:53:41.720000,2024-08-31 14:42:39.489,4303.570004406611,1594.0,2291.0,289.5611278121875,11451.112838196797,7,100.0,False,8,pos
0 days 00:01:01.678000,0 days 00:53:41.755000,2024-08-31 14:42:39.524,4306.389448851055,1591.3802225035301,2262.9713165498856,290.0,11460.0,7,100.0,False,8,car
0 days 00:01:01.838000,0 days 00:53:41.915000,2024-08-31 14:42:39.684,4319.367226628833,1579.3862380881149,2134.423909407009,292.0,11541.0,7,100.0,False,8,car
0 days 00:01:01.883000,0 days 00:53:41.960000,2024-08-31 14:42:39.729,4323.022500058833,1576.0,2098.0,292.4218744,11491.3594456,7,100.0,False,8,pos
0 days 00:01:02.123000,0 days 00:53:42.200000,2024-08-31 14:42:39.969,4342.6672916855,1558.0,1902.0,294.6718744,11226.6094456,7,100.0,False,8,pos
0 days 00:01:02.158000,0 days 00:53:42.235000,2024-08-31 14:42:40.004,4345.535347241055,1555.4509090791578,1873.4251766535933,295.0,11188.0,7,100.0,False,8,car
0 days 00:01:02.303000,0 days 00:53:42.380000,2024-08-31 14:42:40.149,4357.472044265499,1545.0,1755.0,296.3593744,10952.375104,7,100.0,False,8,pos
0 days 00:01:02.478000,0 days 00:53:42.555000,2024-08-31 14:42:40.324,4371.95815537661,1531.9135643765617,1610.6839174008094,298.0,10668.0,8,100.0,False,8,car
0 days 00:01:02.503000,0 days 00:53:42.580000,2024-08-31 14:42:40.349,4374.02904657661,1530.0,1590.0,298.2083328,10680.8124672,8,100.0,False,8,pos
0 days 00:01:02.683000,0 days 00:53:42.760000,2024-08-31 14:42:40.529,4389.01446321661,1516.0,1441.0,299.7083328,10773.0624672,8,100.0,False,8,pos
0 days 00:01:02.718000,0 days 00:53:42.795000,2024-08-31 14:42:40.564,4391.931129883277,1513.2782334338704,1412.1088663098822,300.0,10791.0,8,100.0,False,8,car
0 days 00:01:02.863000,0 days 00:53:42.940000,2024-08-31 14:42:40.709,4404.080829980247,1502.0,1291.0,301.64772654545453,10807.806810763637,8,100.0,False,8,pos
0 days 00:01:03.023000,0 days 00:53:43.100000,2024-08-31 14:42:40.869,4417.568203685298,1490.0,1157.0,303.46590836363634,10826.352265309091,8,100.0,False,8,pos
0 days 00:01:03.158000,0 days 00:53:43.235000,2024-08-31 14:42:41.004,4429.005703685298,1483.3293888600497,1084.5719444000908,305.0,10842.0,8,100.0,False,8,car
0 days 00:01:03.358000,0 days 00:53:43.435000,2024-08-31 14:42:41.204,4446.061259240852,1466.576893302988,904.226284845861,307.0,10945.0,8,100.0,False,8,car
0 days 00:01:03.383000,0 days 00:53:43.460000,2024-08-31 14:42:41.229,4448.194071738631,1462.0,854.0,307.12499968,10951.249984,8,100.0,False,8,pos
0 days 00:01:03.463000,0 days 00:53:43.540000,2024-08-31 14:42:41.309,4455.0279606204085,1445.0,667.0,307.52499968,10971.249984,8,100.0,False,8,pos
0 days 00:01:03.558000,0 days 00:53:43.635000,2024-08-31 14:42:41.404,4463.155738398186,1431.4849883656586,519.3020549274462,308.0,10995.0,8,100.0,False,8,car
0 days 00:01:03.718000,0 days 00:53:43.795000,2024-08-31 14:42:41.564,4476.9335161759645,1427.6479775644036,481.3960569320376,310.0,11014.0,8,100.0,False,8,car
0 days 00:01:03.863000,0 days 00:53:43.940000,2024-08-31 14:42:41.709,4489.419627287075,1424.0,444.0,310.0,11035.7499904,8,100.0,False,8,pos
0 days 00:01:03.878000,0 days 00:53:43.955000,2024-08-31 14:42:41.724,4490.711293953742,1423.2510404056616,435.90958399780664,310.0,11038.0,8,100.0,False,8,car
0 days 00:01:04.118000,0 days 00:53:44.195000,2024-08-31 14:42:41.964,4511.511293953741,1404.132825812059,226.16461208373215,312.0,11113.0,8,100.0,False,8,car
0 days 00:01:04.143000,0 days 00:53:44.220000,2024-08-31 14:42:41.989,4513.679407375964,1402.0,203.0,312.2083328,11121.611089066666,8,100.0,False,8,pos
0 days 00:01:04.403000,0 days 00:53:44.480000,2024-08-31 14:42:42.249,4536.384268448557,1381.0,-22.0,314.3749994666667,11211.166644622223,8,100.0,False,8,pos
0 days 00:01:04.478000,0 days 00:53:44.555000,2024-08-31 14:42:42.324,4542.946768448556,1374.9687597808684,-87.37911374682476,315.0,11237.0,8,100.0,False,8,car
0 days 00:01:04.503000,0 days 00:53:44.580000,2024-08-31 14:42:42.349,4545.134809291862,1373.0,-109.0,315.0778814360885,11241.828649037489,8,100.0,False,8,pos
0 days 00:01:04.683000,0 days 00:53:44.760000,2024-08-31 14:42:42.529,4560.916740752435,1359.0,-266.0,315.6386292114401,11276.595011109286,8,100.0,False,8,pos
0 days 00:01:04.799000,0 days 00:53:44.876000,2024-08-31 14:42:42.645,4571.098962974656,1347.9036830211476,-387.31940399958415,316.0,11299.0,8,100.0,False,8,car
0 days 00:01:04.959000,0 days 00:53:45.036000,2024-08-31 14:42:42.805,4585.1434074191,1331.9879896458535,-559.2842755114003,316.0,11292.0,8,100.0,False,8,car
0 days 00:01:04.983000,0 days 00:53:45.060000,2024-08-31 14:42:42.829,4587.251788371481,1330.0,-581.0,316.25714285714287,11287.542857142857,8,100.0,False,8,pos
0 days 00:01:05.239000,0 days 00:53:45.316000,2024-08-31 14:42:43.085,4609.936232815925,1314.3787396579291,-755.306336370375,319.0,11240.0,8,100.0,False,8,car
0 days 00:01:05.342000,0 days 00:53:45.419000,2024-08-31 14:42:43.188,4619.073702068496,1306.0,-845.0,319.36785737142856,11256.553581714286,8,100.0,False,8,pos
0 days 00:01:05.482000,0 days 00:53:45.559000,2024-08-31 14:42:43.328,4631.51300763294,1291.0,-1002.0,319.86785737142856,11279.053581714286,8,100.0,False,8,pos
0 days 00:01:05.519000,0 days 00:53:45.596000,2024-08-31 14:42:43.365,4634.801896521829,1287.343927781941,-1040.7231020925656,320.0,11285.0,8,100.0,False,8,car
0 days 00:01:05.762000,0 days 00:53:45.839000,2024-08-31 14:42:43.608,4656.447459033829,1268.0,-1251.0,320.6750001777778,11397.05002951111,8,100.0,False,8,pos
0 days 00:01:05.879000,0 days 00:53:45.956000,2024-08-31 14:42:43.725,4666.879959033829,1259.452146744998,-1343.4339108422273,321.0,11451.0,8,100.0,False,8,car
0 days 00:01:05.982000,0 days 00:53:46.059000,2024-08-31 14:42:43.828,4676.082544114718,1250.0,-1446.0,321.6437504,11486.406272,8,100.0,False,8,pos
0 days 00:01:06.039000,0 days 00:53:46.116000,2024-08-31 14:42:43.885,4681.180877448051,1243.2402134943798,-1519.8427938026853,322.0,11506.0,8,100.0,False,8,car
0 days 00:01:06.222000,0 days 00:53:46.299000,2024-08-31 14:42:44.068,4697.600891355014,1219.0,-1786.0,323.01666702222224,11490.749994666667,8,100.0,False,8,pos
0 days 00:01:06.399000,0 days 00:53:46.476000,2024-08-31 14:42:44.245,4713.530891355014,1204.9386275051315,-1941.6189890144396,324.0,11476.0,8,100.0,False,8,car
0 days 00:01:06.599000,0 days 00:53:46.676000,2024-08-31 14:42:44.445,4731.530891355014,1195.5264291025499,-2045.0393541986023,324.0,11456.0,8,100.0,False,8,car
0 days 00:01:06.642000,0 days 00:53:46.719000,2024-08-31 14:42:44.488,4735.403744754322,1193.0,-2072.0,324.23888924444447,11474.036137955556,8,100.0,False,8,pos
0 days 00:01:06.942000,0 days 00:53:47.019000,2024-08-31 14:42:44.788,4762.562541080248,1171.0,-2306.0,325.9055559111111,11599.869471288888,8,100.0,False,8,pos
0 days 00:01:06.959000,0 days 00:53:47.036000,2024-08-31 14:42:44.805,4764.101985524693,1169.6659991635893,-2320.8823285617223,326.0,11607.0,8,100.0,False,8,car
0 days 00:01:07.142000,0 days 00:53:47.219000,2024-08-31 14:42:44.988,4780.720164707626,1155.0,-2487.0,326.91500032,11585.95499264,8,100.0,False,8,pos
0 days 00:01:07.159000,0 days 00:53:47.236000,2024-08-31 14:42:45.005,4782.264331374294,1153.5852540361618,-2502.4682379976475,327.0,11584.0,8,100.0,False,8,car
0 days 00:01:07.359000,0 days 00:53:47.436000,2024-08-31 14:42:45.205,4800.43099804096,1136.509070698771,-2683.1098810690787,327.0,11622.0,8,100.0,False,8,car
0 days 00:01:07.402000,0 days 00:53:47.479000,2024-08-31 14:42:45.248,4804.340041448516,1133.0,-2722.0,327.2687504,11610.4437328,8,100.0,False,8,pos
0 days 00:01:07.519000,0 days 00:53:47.596000,2024-08-31 14:42:45.365,4815.000041448517,1123.8403077632877,-2828.1445892212973,328.0,11579.0,8,100.0,False,8,car
0 days 00:01:07.542000,0 days 00:53:47.619000,2024-08-31 14:42:45.388,4817.0960562067385,1122.0,-2849.0,328.0718752,11578.1374976,8,100.0,False,8,pos
0 days 00:01:07.743000,0 days 00:53:47.820000,2024-08-31 14:42:45.589,4835.448472873404,1105.0,-3031.0,328.7,11570.6,8,100.0,False,8,pos
0 days 00:01:07.839000,0 days 00:53:47.916000,2024-08-31 14:42:45.685,4844.221806206738,1096.9863358378361,-3118.3996345610294,329.0,11567.0,8,100.0,False,8,car
0 days 00:01:07.923000,0 days 00:53:48,2024-08-31 14:42:45.769,4851.906639540071,1090.0,-3195.0,329.35,11577.15,8,100.0,False,8,pos
0 days 00:01:08.079000,0 days 00:53:48.156000,2024-08-31 14:42:45.925,4866.206639540071,1076.8060059762126,-3337.099193877374,330.0,11596.0,8,100.0,False,8,car
0 days 00:01:08.183000,0 days 00:53:48.260000,2024-08-31 14:42:46.029,4875.739972873405,1068.0,-3432.0,330.0,11661.326612156265,8,100.0,False,8,pos
0 days 00:01:08.278000,0 days 00:53:48.355000,2024-08-31 14:42:46.124,4884.448306206738,1060.0255376222142,-3518.9513818130654,330.0,11721.0,8,100.0,False,8,car
0 days 00:01:08.443000,0 days 00:53:48.520000,2024-08-31 14:42:46.289,4899.5733062067375,1046.0,-3670.0,330.0,11681.8125152,8,100.0,False,8,pos
0 days 00:01:08.518000,0 days 00:53:48.595000,2024-08-31 14:42:46.364,4906.4483062067375,1039.3473510482709,-3738.321699835549,330.0,11664.0,8,100.0,False,8,car
0 days 00:01:08.643000,0 days 00:53:48.720000,2024-08-31 14:42:46.489,4917.9066395400705,1028.0,-3852.0,330.0,11654.6250048,8,100.0,False,8,pos
0 days 00:01:08.678000,0 days 00:53:48.755000,2024-08-31 14:42:46.524,4921.1149728734035,1024.809452238948,-3883.8836593812957,330.0,11652.0,8,100.0,False,8,car
0 days 00:01:08.838000,0 days 00:53:48.915000,2024-08-31 14:42:46.684,4935.78163954007,1010.1533201173694,-4029.907782838651,330.0,11684.0,8,100.0,False,8,car
0 days 00:01:08.883000,0 days 00:53:48.960000,2024-08-31 14:42:46.729,4939.90663954007,1006.0,-4071.0,330.0,11675.0000128,8,100.0,False,8,pos
0 days 00:01:08.998000,0 days 00:53:49.075000,2024-08-31 14:42:46.844,4950.4483062067375,995.2952990892991,-4175.996077897915,330.0,11652.0,8,100.0,False,8,car
0 days 00:01:09.043000,0 days 00:53:49.120000,2024-08-31 14:42:46.889,4954.5733062067375,991.0,-4217.0,330.0,11646.9375072,8,100.0,False,8,pos
0 days 00:01:09.158000,0 days 00:53:49.235000,2024-08-31 14:42:47.004,4965.1149728734035,979.6334303968353,-4321.616216973859,330.0,11634.0,8,100.0,False,8,car
0 days 00:01:09.203000,0 days 00:53:49.280000,2024-08-31 14:42:47.049,4969.238566625404,975.0,-4363.0,329.88750016,11568.07509376,8,88.750016,False,8,pos
0 days 00:01:09.423000,0 days 00:53:49.500000,2024-08-31 14:42:47.269,4989.364747190737,950.0,-4570.0,329.33750016,11245.77509376,8,33.750016,False,8,pos
0 days 00:01:09.558000,0 days 00:53:49.635000,2024-08-31 14:42:47.404,5001.702247190738,931.0802469807464,-4696.975888304564,329.0,11048.0,8,0.0,True,8,car
0 days 00:01:09.643000,0 days 00:53:49.720000,2024-08-31 14:42:47.489,5009.159226591626,919.0,-4771.0,315.82500992,10870.13763392,8,0.0,True,8,pos
0 days 00:01:09.883000,0 days 00:53:49.960000,2024-08-31 14:42:47.729,5027.734227252959,882.0,-4958.0,278.62500992,10367.93763392,8,0.0,True,8,pos
0 days 00:01:09.958000,0 days 00:53:50.035000,2024-08-31 14:42:47.804,5033.296727252959,863.1291411209754,-5029.2718950965545,267.0,10211.0,8,0.0,True,8,car
0 days 00:01:10.158000,0 days 00:53:50.235000,2024-08-31 14:42:48.004,5047.1300605862925,805.1493614478749,-5222.4070478616295,249.0,10322.0,7,0.0,True,8,car
0 days 00:01:10.163000,0 days 00:53:50.240000,2024-08-31 14:42:48.009,5047.475488832218,804.0,-5226.0,248.70833706666667,10317.583389866666,7,0.013888711111111111,True,8,pos
0 days 00:01:10.518000,0 days 00:53:50.595000,2024-08-31 14:42:48.364,5069.958822165551,745.2396759262301,-5362.8003064295535,228.0,10004.0,6,1.0,True,8,car
0 days 00:01:10.523000,0 days 00:53:50.600000,2024-08-31 14:42:48.369,5070.275488832218,744.0,-5365.0,228.0,10019.5310512,6,1.0624992,True,8,pos
0 days 00:01:10.678000,0 days 00:53:50.755000,2024-08-31 14:42:48.524,5080.0921554988845,696.4219294966124,-5446.047287505754,228.0,10501.0,6,3.0,True,8,car
0 days 00:01:10.703000,0 days 00:53:50.780000,2024-08-31 14:42:48.549,5081.669412458885,688.0,-5459.0,227.12500224,10552.74986752,6,4.12499712,True,8,pos
0 days 00:01:10.863000,0 days 00:53:50.940000,2024-08-31 14:42:48.709,5091.514968113996,631.0,-5534.0,221.52500224,10883.94986752,6,11.324997119999999,True,8,pos
0 days 00:01:10.878000,0 days 00:53:50.955000,2024-08-31 14:42:48.724,5092.435801447329,625.0608554688586,-5540.688542562247,221.0,10915.0,6,12.0,False,8,car
0 days 00:01:11.078000,0 days 00:53:51.155000,2024-08-31 14:42:48.924,5104.213579225107,534.334774005487,-5626.391194338559,212.0,10830.0,5,24.0,False,8,car
0 days 00:01:11.223000,0 days 00:53:51.300000,2024-08-31 14:42:49.069,5112.6693325050255,464.0,-5678.0,209.93594350142484,10792.846983025647,5,39.99643786395738,False,8,pos
0 days 00:01:11.359000,0 days 00:53:51.436000,2024-08-31 14:42:49.205,5120.527110282803,399.18165700102105,-5714.985481317115,208.0,10758.0,5,55.0,False,8,car
0 days 00:01:11.483000,0 days 00:53:51.560000,2024-08-31 14:42:49.329,5127.691554727247,342.0,-5742.0,208.0,10768.075,5,56.55,False,8,pos
0 days 00:01:11.519000,0 days 00:53:51.596000,2024-08-31 14:42:49.365,5129.771554727247,325.8965371004924,-5749.124120481208,208.0,10771.0,5,57.0,False,8,car
0 days 00:01:11.783000,0 days 00:53:51.860000,2024-08-31 14:42:49.629,5145.186221393914,176.0,-5790.0,210.2,10877.15,5,79.0,False,8,pos
0 days 00:01:11.942000,0 days 00:53:52.019000,2024-08-31 14:42:49.788,5154.528575584136,13.0,-5802.0,211.52500053333333,10941.081275733333,5,92.25000533333333,False,8,pos
0 days 00:01:11.999000,0 days 00:53:52.076000,2024-08-31 14:42:49.845,5157.885242250803,-28.087497201290454,-5803.468147601923,212.0,10964.0,5,97.0,False,8,car
0 days 00:01:12.159000,0 days 00:53:52.236000,2024-08-31 14:42:50.005,5167.396353361914,-77.38262716644458,-5799.461028592962,214.0,11264.0,5,100.0,False,8,car
0 days 00:01:12.282000,0 days 00:53:52.359000,2024-08-31 14:42:50.128,5174.78681694458,-118.0,-5790.0,216.3062512,11415.4438288,5,100.0,False,8,pos
0 days 00:01:12.479000,0 days 00:53:52.556000,2024-08-31 14:42:50.325,5186.825705833469,-235.02237184224407,-5764.475217336177,220.0,11658.0,5,100.0,False,8,car
0 days 00:01:12.522000,0 days 00:53:52.599000,2024-08-31 14:42:50.368,5189.468463957618,-262.0,-5757.0,221.25416853333334,11649.041653333334,5,100.0,False,8,pos
0 days 00:01:12.682000,0 days 00:53:52.759000,2024-08-31 14:42:50.528,5199.509389966507,-356.0,-5724.0,225.9208352,11615.70832,5,100.0,False,8,pos
0 days 00:01:12.719000,0 days 00:53:52.796000,2024-08-31 14:42:50.565,5201.842445522062,-376.5628460330681,-5715.980395919148,227.0,11608.0,5,100.0,False,8,car
0 days 00:01:12.942000,0 days 00:53:53.019000,2024-08-31 14:42:50.788,5216.150506108728,-514.0,-5648.0,230.982144,10836.2604928,5,100.0,False,8,pos
0 days 00:01:12.999000,0 days 00:53:53.076000,2024-08-31 14:42:50.845,5219.823839442061,-564.7723762661201,-5615.180013384303,232.0,10639.0,6,100.0,False,8,car
0 days 00:01:13.162000,0 days 00:53:53.239000,2024-08-31 14:42:51.008,5230.38978622547,-716.0,-5509.0,233.35833386666667,10690.616686933334,6,100.0,False,8,pos
0 days 00:01:13.239000,0 days 00:53:53.316000,2024-08-31 14:42:51.085,5235.39478622547,-758.408425528382,-5477.620885642852,234.0,10715.0,6,100.0,False,8,car
0 days 00:01:13.439000,0 days 00:53:53.516000,2024-08-31 14:42:51.285,5248.783675114358,-798.3899950028245,-5439.3501199036255,241.0,10933.0,6,100.0,False,8,car
0 days 00:01:13.502000,0 days 00:53:53.579000,2024-08-31 14:42:51.348,5253.01620922054,-816.0,-5420.0,241.8590917818182,10972.661403927274,6,100.0,False,8,pos
0 days 00:01:13.879000,0 days 00:53:53.956000,2024-08-31 14:42:51.725,5278.88259810943,-1010.355064192314,-5194.270997700522,247.0,11210.0,6,100.0,False,8,car
0 days 00:01:13.882000,0 days 00:53:53.959000,2024-08-31 14:42:51.728,5279.08848144383,-1012.0,-5192.0,247.06000128,11213.16506752,6,100.0,False,8,pos
0 days 00:01:14.079000,0 days 00:53:54.156000,2024-08-31 14:42:51.925,5292.823759221606,-1113.6635537368925,-5034.633732588319,251.0,11421.0,6,100.0,False,8,car
0 days 00:01:14.162000,0 days 00:53:54.239000,2024-08-31 14:42:52.008,5298.651709650052,-1147.0,-4978.0,252.7785728,11453.3107392,6,100.0,False,8,pos
0 days 00:01:14.359000,0 days 00:53:54.436000,2024-08-31 14:42:52.205,5312.715320761163,-1194.9583434170231,-4888.321376855611,257.0,11530.0,6,100.0,False,8,car
0 days 00:01:14.563000,0 days 00:53:54.640000,2024-08-31 14:42:52.409,5327.423154094497,-1230.0,-4810.0,259.55,11252.6875,6,100.0,False,8,pos
0 days 00:01:14.679000,0 days 00:53:54.756000,2024-08-31 14:42:52.525,5335.833154094496,-1258.1246949530691,-4747.742990518168,261.0,11095.0,6,100.0,False,8,car
0 days 00:01:14.803000,0 days 00:53:54.880000,2024-08-31 14:42:52.649,5344.929931872274,-1297.0,-4648.0,264.1,10700.525,6,100.0,False,8,pos
0 days 00:01:14.839000,0 days 00:53:54.916000,2024-08-31 14:42:52.685,5347.579931872275,-1310.4520589603726,-4608.706192378814,265.0,10586.0,7,100.0,False,8,car
0 days 00:01:15.003000,0 days 00:53:55.080000,2024-08-31 14:42:52.849,5359.745933706762,-1374.0,-4407.0,267.05857685460705,10586.0,7,100.0,False,8,pos
0 days 00:01:15.078000,0 days 00:53:55.155000,2024-08-31 14:42:52.924,5365.329267040096,-1393.6389998290163,-4340.666884110585,268.0,10586.0,7,100.0,False,8,car
0 days 00:01:15.398000,0 days 00:53:55.475000,2024-08-31 14:42:53.244,5389.77371148454,-1421.7984722328547,-4209.2378090988,275.0,10949.0,7,100.0,False,8,car
0 days 00:01:15.443000,0 days 00:53:55.520000,2024-08-31 14:42:53.289,5393.21402398054,-1426.0,-4186.0,275.22499968,10970.59996928,7,100.0,False,8,pos
0 days 00:01:15.598000,0 days 00:53:55.675000,2024-08-31 14:42:53.444,5405.0973573138735,-1445.0435095867097,-4081.1846781389927,276.0,11045.0,7,100.0,False,8,car
0 days 00:01:15.663000,0 days 00:53:55.740000,2024-08-31 14:42:53.509,5410.095360771651,-1454.0,-4020.0,276.8124992,11088.8749568,7,100.0,False,8,pos
0 days 00:01:15.863000,0 days 00:53:55.940000,2024-08-31 14:42:53.709,5425.612721838318,-1480.0,-3787.0,279.3124992,11223.8749568,7,100.0,False,8,pos
0 days 00:01:15.918000,0 days 00:53:55.995000,2024-08-31 14:42:53.764,5429.890499616096,-1484.5168291741136,-3738.9392481347777,280.0,11261.0,7,100.0,False,8,car
0 days 00:01:16.223000,0 days 00:53:56.300000,2024-08-31 14:42:54.069,5454.06492660454,-1492.0,-3582.0,285.33749888,11330.38748544,7,100.0,False,8,pos
0 days 00:01:16.318000,0 days 00:53:56.395000,2024-08-31 14:42:54.164,5461.638537715651,-1494.064263946246,-3513.3375990940676,287.0,11352.0,7,100.0,False,8,car
0 days 00:01:16.503000,0 days 00:53:56.580000,2024-08-31 14:42:54.349,5476.466373336392,-1498.0,-3358.0,288.5416661333333,11449.1249664,7,100.0,False,8,pos
0 days 00:01:16.663000,0 days 00:53:56.740000,2024-08-31 14:42:54.509,5489.349706646021,-1499.0,-3229.0,289.8749994666667,11533.1249664,7,100.0,False,8,pos
0 days 00:01:16.678000,0 days 00:53:56.755000,2024-08-31 14:42:54.524,5490.558039979354,-1499.0119632213784,-3214.7068880390098,290.0,11541.0,7,100.0,False,8,car
0 days 00:01:16.923000,0 days 00:53:57,2024-08-31 14:42:54.769,5510.479413387749,-1498.0,-2952.0,292.7222215111111,11622.666645333333,7,100.0,False,8,pos
0 days 00:01:17.038000,0 days 00:53:57.115000,2024-08-31 14:42:54.884,5519.871080054416,-1497.3832969045511,-2875.1357258247353,294.0,11661.0,7,100.0,False,8,car
0 days 00:01:17.203000,0 days 00:53:57.280000,2024-08-31 14:42:55.049,5533.464244071083,-1496.0,-2787.0,296.578124,11157.2345704,7,100.0,False,8,pos
0 days 00:01:17.358000,0 days 00:53:57.435000,2024-08-31 14:42:55.204,5546.337855182194,-1493.4239243218244,-2661.118830116082,299.0,10684.0,7,100.0,False,8,car
0 days 00:01:17.423000,0 days 00:53:57.500000,2024-08-31 14:42:55.269,5551.748202392861,-1492.0,-2605.0,299.64999936,10710.97497344,7,100.0,False,8,pos
0 days 00:01:17.703000,0 days 00:53:57.780000,2024-08-31 14:42:55.549,5575.272091231972,-1484.0,-2375.0,302.44999936,10827.17497344,7,100.0,False,8,pos
0 days 00:01:17.758000,0 days 00:53:57.835000,2024-08-31 14:42:55.604,5579.901257898638,-1482.2608086794396,-2330.1350660290454,303.0,10850.0,8,100.0,False,8,car
0 days 00:01:17.963000,0 days 00:53:58.040000,2024-08-31 14:42:55.809,5597.300980791361,-1475.0,-2156.0,305.5561093356384,10927.705723803407,8,100.0,False,8,pos
0 days 00:01:18.159000,0 days 00:53:58.236000,2024-08-31 14:42:56.005,5614.069869680251,-1465.5078932828371,-1963.2882526744852,308.0,11002.0,8,100.0,False,8,car
0 days 00:01:18.203000,0 days 00:53:58.280000,2024-08-31 14:42:56.049,5617.8410363469175,-1463.0,-1917.0,308.55,11009.15,8,100.0,False,8,pos
0 days 00:01:18.399000,0 days 00:53:58.476000,2024-08-31 14:42:56.245,5634.773258569139,-1450.1191851773142,-1698.9659354523778,311.0,11041.0,8,100.0,False,8,car
0 days 00:01:18.622000,0 days 00:53:58.699000,2024-08-31 14:42:56.468,5654.153094250324,-1435.0,-1468.0,312.85833386666667,11096.750016,8,100.0,False,8,pos
0 days 00:01:18.759000,0 days 00:53:58.836000,2024-08-31 14:42:56.605,5666.102538694769,-1427.2058046576826,-1359.2369218747035,314.0,11131.0,8,100.0,False,8,car
0 days 00:01:19.022000,0 days 00:53:59.099000,2024-08-31 14:42:56.868,5689.172985065032,-1414.0,-1187.0,315.79318225454546,11208.106836945455,8,100.0,False,8,pos
0 days 00:01:19.199000,0 days 00:53:59.276000,2024-08-31 14:42:57.045,5704.758818398364,-1404.723655577324,-1059.2704834018675,317.0,11260.0,8,100.0,False,8,car
0 days 00:01:19.282000,0 days 00:53:59.359000,2024-08-31 14:42:57.128,5712.067429509475,-1400.0,-997.0,317.0,11259.4812496,8,100.0,False,8,pos
0 days 00:01:19.359000,0 days 00:53:59.436000,2024-08-31 14:42:57.205,5718.847707287253,-1395.3214781905122,-938.407535778098,317.0,11259.0,8,100.0,False,8,car
0 days 00:01:19.502000,0 days 00:53:59.579000,2024-08-31 14:42:57.348,5731.486987401031,-1386.0,-825.0,318.1916672,11278.6625088,8,100.0,False,8,pos
0 days 00:01:19.599000,0 days 00:53:59.676000,2024-08-31 14:42:57.445,5740.082265178809,-1379.3479809269377,-741.8787745048763,319.0,11292.0,8,100.0,False,10,car
0 days 00:01:19.662000,0 days 00:53:59.739000,2024-08-31 14:42:57.508,5745.669358933476,-1374.888529559939,-685.141774177166,319.2625002666667,11302.500010666667,8,100.0,False,10,interpolation
